"id","chart_template_id/id","code_prefix_start","code_prefix_end","name"
"kp_rrif_acc_group_2402","l10n_hr_coa_rrif_2015_template","24021","24029","2402 - Obveze za PDV za stjecanje dobara iz EU"
"kp_rrif_acc_group_2403","l10n_hr_coa_rrif_2015_template","24031","24039","2403 - Obveze za PDV za primljene usluge iz EU"
"kp_rrif_acc_group_2404","l10n_hr_coa_rrif_2015_template","24041","24049","2404 - Obveza PDV-a od poreznih obveznika bez sjedišta u RH"
"kp_rrif_acc_group_2406","l10n_hr_coa_rrif_2015_template","24061","24069","2406 - Obveze za PDV koje se ne izvještavaju u obrascu PDV-a"
"kp_rrif_acc_group_2407","l10n_hr_coa_rrif_2015_template","24071","24079","2407 - Obveza za razliku poreza i pretporeza"
"kp_rrif_acc_group_2409","l10n_hr_coa_rrif_2015_template","24091","24099","2409 - Obveza za PDV u drugim zemljama u kojima je porezni obveznik registriran za potrebe PDV-a (moguća analitika po zemljama)"
"kp_rrif_acc_group_241","l10n_hr_coa_rrif_2015_template","2411","2419","241 - Obveze za porez i prirez na dohodak"
"kp_rrif_acc_group_242","l10n_hr_coa_rrif_2015_template","2421","2429","242 - Obveze za doprinose za osiguranja"
"kp_rrif_acc_group_2427","l10n_hr_coa_rrif_2015_template","24271","24279","2427 - Doprinosi za osiguranja na druge dohotke"
"kp_rrif_acc_group_243","l10n_hr_coa_rrif_2015_template","2431","2439","243 - Obveze za porez na dobitak, dohodak od kapitala i porez po odbitku"
"kp_rrif_acc_group_2431","l10n_hr_coa_rrif_2015_template","24311","24319","2431 - Obveze za porez na dohotke od kapitala"
"kp_rrif_acc_group_244","l10n_hr_coa_rrif_2015_template","2441","2449","244 - Obveze za posebne poreze (trošarine - akcize) i dr. poreze državi"
"kp_rrif_acc_group_245","l10n_hr_coa_rrif_2015_template","2451","2459","245 - Obveze za članarinu turističkim zajednicama"
"kp_rrif_acc_group_246","l10n_hr_coa_rrif_2015_template","2461","2469","246 - Obveze za članarinu komori"
"kp_rrif_acc_group_247","l10n_hr_coa_rrif_2015_template","2471","2479","247 - Obveze za carinu i carinske pristojbe"
"kp_rrif_acc_group_248","l10n_hr_coa_rrif_2015_template","2481","2489","248 - Obveze za županijske (gradske) i općinske poreze"
"kp_rrif_acc_group_249","l10n_hr_coa_rrif_2015_template","2491","2499","249 - Ostale obveze javnih davanja"
"kp_rrif_acc_group_25","l10n_hr_coa_rrif_2015_template","251","259","25 - DUGOROČNE OBVEZE (za duže od jedne godine)"
"kp_rrif_acc_group_250","l10n_hr_coa_rrif_2015_template","2501","2509","250 - Obveze prema povezanim poduzetnicima"
"kp_rrif_acc_group_251","l10n_hr_coa_rrif_2015_template","2511","2519","251 - Obveze za zajmove, depozite i sl."
"kp_rrif_acc_group_252","l10n_hr_coa_rrif_2015_template","2521","2529","252 - Obveze prema bankama i dr. financijskim institucijama"
"kp_rrif_acc_group_253","l10n_hr_coa_rrif_2015_template","2531","2539","253 - Dugoročne obveze iz financijskog lizinga"
"kp_rrif_acc_group_254","l10n_hr_coa_rrif_2015_template","2541","2549","254 - Obveze za predujmove"
"kp_rrif_acc_group_255","l10n_hr_coa_rrif_2015_template","2551","2559","255 - Obveze prema dobavljačima (neisplaćene dugoročne obveze prema vjerovnicima s osnove poslovanja)"
"kp_rrif_acc_group_256","l10n_hr_coa_rrif_2015_template","2561","2569","256 - Obveze po vrijednosnim papirima (dugoročnim)"
"kp_rrif_acc_group_257","l10n_hr_coa_rrif_2015_template","2571","2579","257 - Obveze prema poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela)"
"kp_rrif_acc_group_258","l10n_hr_coa_rrif_2015_template","2581","2589","258 - Obveze prema Državi (realizirana jamstva, krediti)"
"kp_rrif_acc_group_259","l10n_hr_coa_rrif_2015_template","2591","2599","259 - Ostale dugoročne obveze"
"kp_rrif_acc_group_26","l10n_hr_coa_rrif_2015_template","261","269","26 - ODGOĐENI POREZI"
"kp_rrif_acc_group_260","l10n_hr_coa_rrif_2015_template","2601","2609","260 - Odgođena porezna obveza"
"kp_rrif_acc_group_28","l10n_hr_coa_rrif_2015_template","281","289","28 - DUGOROČNA REZERVIRANJA ZA RIZIKE I TROŠKOVE"
"kp_rrif_acc_group_280","l10n_hr_coa_rrif_2015_template","2801","2809","280 - Rezerviranja za otpremnine i mirovine"
"kp_rrif_acc_group_281","l10n_hr_coa_rrif_2015_template","2811","2819","281 - Rezerviranja za porezne obveze"
"kp_rrif_acc_group_282","l10n_hr_coa_rrif_2015_template","2821","2829","282 - Druga rezerviranja"
"kp_rrif_acc_group_29","l10n_hr_coa_rrif_2015_template","291","299","29 - ODGOĐENO PLAĆANJE TROŠKOVA I PRIHOD BUDUĆEG RAZDOBLJA"
"kp_rrif_acc_group_290","l10n_hr_coa_rrif_2015_template","2901","2909","290 - Odgođeno plaćanje troškova"
"kp_rrif_acc_group_291","l10n_hr_coa_rrif_2015_template","2911","2919","291 - Obračunani troškovi korištenih prava"
"kp_rrif_acc_group_292","l10n_hr_coa_rrif_2015_template","2921","2929","292 - Obračunani troškovi nabave dobara"
"kp_rrif_acc_group_293","l10n_hr_coa_rrif_2015_template","2931","2939","293 - Obračunani prihodi budućeg razdoblja"
"kp_rrif_acc_group_294","l10n_hr_coa_rrif_2015_template","2941","2949","294 - Odgođeno priznavanje prihoda iz državnih potpora (HSFI t. 15.37 i MRS 20, t. 12. i 24.)"
"kp_rrif_acc_group_295","l10n_hr_coa_rrif_2015_template","2951","2959","295 - Odgođeno priznavanje prihoda"
"kp_rrif_acc_group_296","l10n_hr_coa_rrif_2015_template","2961","2969","296 - Odgođeni prihod s osnove nefakturiranih isporuka dobara i usluga"
"kp_rrif_acc_group_297","l10n_hr_coa_rrif_2015_template","2971","2979","297 - Nerealizirani dobitci iz financijske imovine (HSFI 9 i MRS 39)"
"kp_rrif_acc_group_298","l10n_hr_coa_rrif_2015_template","2981","2989","298 - Rezerviranje troška za neiskorištene godišnje odmore"
"kp_rrif_acc_group_299","l10n_hr_coa_rrif_2015_template","2991","2999","299 - Ostala pasivna vremenska razgraničenja"
"kp_rrif_acc_group_3","l10n_hr_coa_rrif_2015_template","31","39","3 - ZALIHE SIROVINA I MATERIJALA, REZERVNIH DIJELOVA I SITNOG INVENTARA"
"kp_rrif_acc_group_30","l10n_hr_coa_rrif_2015_template","301","309","30 - OBRAČUN TROŠKOVA KUPNJE ZALIHA"
"kp_rrif_acc_group_300","l10n_hr_coa_rrif_2015_template","3001","3009","300 - Kupovna cijena dobavljača"
"kp_rrif_acc_group_301","l10n_hr_coa_rrif_2015_template","3011","3019","301 - Ovisni troškovi nabave (u svezi s dovođenjem na zalihu)"
"kp_rrif_acc_group_302","l10n_hr_coa_rrif_2015_template","3021","3029","302 - Carina i druge uvozne pristojbe"
"kp_rrif_acc_group_303","l10n_hr_coa_rrif_2015_template","3031","3039","303 - Posebni porezi (trošarine) koji se ne mogu odbiti"
"kp_rrif_acc_group_309","l10n_hr_coa_rrif_2015_template","3091","3099","309 - Obračun troškova kupnje"
"kp_rrif_acc_group_31","l10n_hr_coa_rrif_2015_template","311","319","31 - SIROVINE I MATERIJAL NA ZALIHI"
"kp_rrif_acc_group_310","l10n_hr_coa_rrif_2015_template","3101","3109","310 - Sirovine i materijal u skladištu"
"kp_rrif_acc_group_311","l10n_hr_coa_rrif_2015_template","3111","3119","311 - Materijal u doradi, obradi i manipulaciji"
"kp_rrif_acc_group_312","l10n_hr_coa_rrif_2015_template","3121","3129","312 - Materijal na doradi kod ortaka"
"kp_rrif_acc_group_313","l10n_hr_coa_rrif_2015_template","3131","3139","313 - Zalihe materijala za poljoprivredu"
"kp_rrif_acc_group_318","l10n_hr_coa_rrif_2015_template","3181","3189","318 - Odstupanje od cijene zaliha"
"kp_rrif_acc_group_319","l10n_hr_coa_rrif_2015_template","3191","3199","319 - Vrijednosno usklađenje zaliha sirovina i materijala"
"kp_rrif_acc_group_32","l10n_hr_coa_rrif_2015_template","321","329","32 - ZALIHE REZERVNIH DIJELOVA"
"kp_rrif_acc_group_320","l10n_hr_coa_rrif_2015_template","3201","3209","320 - Rezervni dijelovi na zalihi"
"kp_rrif_acc_group_328","l10n_hr_coa_rrif_2015_template","3281","3289","328 - Odstupanje od cijene dijelova na zalihi"
"kp_rrif_acc_group_329","l10n_hr_coa_rrif_2015_template","3291","3299","329 - Vrijednosno usklađenje zaliha rezervnih dijelova"
"kp_rrif_acc_group_35","l10n_hr_coa_rrif_2015_template","351","359","35 - ZALIHE SITNOG INVENTARA"
"kp_rrif_acc_group_350","l10n_hr_coa_rrif_2015_template","3501","3509","350 - Sitan inventar na zalihi"
"kp_rrif_acc_group_351","l10n_hr_coa_rrif_2015_template","3511","3519","351 - Ambalaža na zalihi (samo vlastita i višekratna, analitika prema vrstama)"
"kp_rrif_acc_group_352","l10n_hr_coa_rrif_2015_template","3521","3529","352 - Autogume na zalihi"
"kp_rrif_acc_group_358","l10n_hr_coa_rrif_2015_template","3581","3589","358 - Odstupanje od cijene"
"kp_rrif_acc_group_359","l10n_hr_coa_rrif_2015_template","3591","3599","359 - Vrijednosno usklađenje zaliha"
"kp_rrif_acc_group_36","l10n_hr_coa_rrif_2015_template","361","369","36 - ZALIHE SITNOG INVENTARA U UPORABI"
"kp_rrif_acc_group_360","l10n_hr_coa_rrif_2015_template","3601","3609","360 - Sitan inventar u uporabi"
"kp_rrif_acc_group_361","l10n_hr_coa_rrif_2015_template","3611","3619","361 - Ambalaža u uporabi"
"kp_rrif_acc_group_362","l10n_hr_coa_rrif_2015_template","3621","3629","362 - Autogume u uporabi"
"kp_rrif_acc_group_363","l10n_hr_coa_rrif_2015_template","3631","3639","363 - Otpis sitnog inventara"
"kp_rrif_acc_group_364","l10n_hr_coa_rrif_2015_template","3641","3649","364 - Otpis ambalaže"
"kp_rrif_acc_group_365","l10n_hr_coa_rrif_2015_template","3651","3659","365 - Otpis autoguma"
"kp_rrif_acc_group_369","l10n_hr_coa_rrif_2015_template","3691","3699","369 - Vrijednosno usklađenje sitnog inventara, ambalaže i autoguma"
"kp_rrif_acc_group_37","l10n_hr_coa_rrif_2015_template","371","379","37 - PREDUJMOVI DOBAVLJAČIMA SIROVINA I MATERIJALA, REZERVNIH DIJELOVA, SITNOG INVENTARA I AUTOGUMA"
"kp_rrif_acc_group_370","l10n_hr_coa_rrif_2015_template","3701","3709","370 - Predujmovi dobavljačima materijala"
"kp_rrif_acc_group_371","l10n_hr_coa_rrif_2015_template","3711","3719","371 - Predujmovi dobavljačima rezervnih dijelova"
"kp_rrif_acc_group_372","l10n_hr_coa_rrif_2015_template","3721","3729","372 - Predujmovi dobavljačima sitnog inventara"
"kp_rrif_acc_group_373","l10n_hr_coa_rrif_2015_template","3731","3739","373 - Predujmovi dani uvozniku za nabavu sirovina i materijala, dijelova i inventara"
"kp_rrif_acc_group_374","l10n_hr_coa_rrif_2015_template","3741","3749","374 - Predujmovi inozemnim dobavljačima"
"kp_rrif_acc_group_379","l10n_hr_coa_rrif_2015_template","3791","3799","379 - Vrijednosno usklađenje danih predujmova"
"kp_rrif_acc_group_4","l10n_hr_coa_rrif_2015_template","41","49","4 - TROŠKOVI PREMA VRSTAMA, FINANCIJSKI I OSTALI RASHODI"
"kp_rrif_acc_group_40","l10n_hr_coa_rrif_2015_template","401","409","40 - MATERIJALNI TROŠKOVI"
"kp_rrif_acc_group_400","l10n_hr_coa_rrif_2015_template","4001","4009","400 - Troškovi sirovina i materijala (za proizvodnju dobara i usluga)"
"kp_rrif_acc_group_401","l10n_hr_coa_rrif_2015_template","4011","4019","401 - Materijalni troškovi administracije, uprave i prodaje"
"kp_rrif_acc_group_402","l10n_hr_coa_rrif_2015_template","4021","4029","402 - Troškovi istraživanja i razvoja"
"kp_rrif_acc_group_403","l10n_hr_coa_rrif_2015_template","4031","4039","403 - Troškovi ambalaže"
"kp_rrif_acc_group_404","l10n_hr_coa_rrif_2015_template","4041","4049","404 - Trošak sitnog inventara, ambalaže i autoguma"
"kp_rrif_acc_group_405","l10n_hr_coa_rrif_2015_template","4051","4059","405 - Potrošeni rezervni dijelovi i materijal za održavanje"
"kp_rrif_acc_group_406","l10n_hr_coa_rrif_2015_template","4061","4069","406 - Potrošena energija u proizvodnji dobara i usluga"
"kp_rrif_acc_group_407","l10n_hr_coa_rrif_2015_template","4071","4079","407 - Potrošena energija u administraciji, upravi i prodaji"
"kp_rrif_acc_group_408","l10n_hr_coa_rrif_2015_template","4081","4089","408 - Troškovi uzoraka"
"kp_rrif_acc_group_409","l10n_hr_coa_rrif_2015_template","4091","4099","409 - Odstupanja od standardnog troška"
"kp_rrif_acc_group_41","l10n_hr_coa_rrif_2015_template","411","419","41 - OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)"
"kp_rrif_acc_group_410","l10n_hr_coa_rrif_2015_template","4101","4109","410 - Troškovi telefona, prijevoza i sl."
"kp_rrif_acc_group_411","l10n_hr_coa_rrif_2015_template","4111","4119","411 - Troškovi vanjskih usluga pri izradi dobara i obavljanju usluga"
"kp_rrif_acc_group_412","l10n_hr_coa_rrif_2015_template","4121","4129","412 - Usluge održavanja i zaštite (servisne usluge)"
"kp_rrif_acc_group_413","l10n_hr_coa_rrif_2015_template","4131","4139","413 - Usluge registracije prijevoznih sredstava i troškovi dozvola"
"kp_rrif_acc_group_414","l10n_hr_coa_rrif_2015_template","4141","4149","414 - Usluge zakupa - lizinga"
"kp_rrif_acc_group_4149","l10n_hr_coa_rrif_2015_template","41491","41499","4149 - Troškovi ostalih najmova"
"kp_rrif_acc_group_415","l10n_hr_coa_rrif_2015_template","4151","4159","415 - Usluge promidžbe, sponzorstva i troškovi sajmova"
"kp_rrif_acc_group_416","l10n_hr_coa_rrif_2015_template","4161","4169","416 - Intelektualne i osobne usluge"
"kp_rrif_acc_group_417","l10n_hr_coa_rrif_2015_template","4171","4179","417 - Troškovi komunalnih i sličnih usluga"
"kp_rrif_acc_group_418","l10n_hr_coa_rrif_2015_template","4181","4189","418 - Usluge reprezentacije - ugošćivanja"
"kp_rrif_acc_group_419","l10n_hr_coa_rrif_2015_template","4191","4199","419 - Troškovi ostalih vanjskih usluga"
"kp_rrif_acc_group_42","l10n_hr_coa_rrif_2015_template","421","429","42 - TROŠKOVI OSOBLJA - PLAĆE"
"kp_rrif_acc_group_420","l10n_hr_coa_rrif_2015_template","4201","4209","420 - Neto plaće i nadoknade"
"kp_rrif_acc_group_421","l10n_hr_coa_rrif_2015_template","4211","4219","421 - Troškovi poreza i prireza"
"kp_rrif_acc_group_422","l10n_hr_coa_rrif_2015_template","4221","4229","422 - Troškovi doprinosa iz plaća"
"kp_rrif_acc_group_423","l10n_hr_coa_rrif_2015_template","4231","4239","423 - Doprinosi na plaće"
"kp_rrif_acc_group_424","l10n_hr_coa_rrif_2015_template","4241","4249","424 - Bruto plaće (privremeno v. napomenu pod 2)"
"kp_rrif_acc_group_43","l10n_hr_coa_rrif_2015_template","431","439","43 - AMORTIZACIJA"
"kp_rrif_acc_group_430","l10n_hr_coa_rrif_2015_template","4301","4309","430 - Amortizacija nematerijalne imovine"
"kp_rrif_acc_group_431","l10n_hr_coa_rrif_2015_template","4311","4319","431 - Amortizacija materijalne imovine"
"kp_rrif_acc_group_432","l10n_hr_coa_rrif_2015_template","4321","4329","432 - Amortizacija osobnih automobila i dr. sredstava za osobni prijevoz"
"kp_rrif_acc_group_433","l10n_hr_coa_rrif_2015_template","4331","4339","433 - Amortizacija objekata i opreme uprave i prodaje"
"kp_rrif_acc_group_434","l10n_hr_coa_rrif_2015_template","4341","4349","434 - Povećana amortizacija s temelja revalorizacije"
"kp_rrif_acc_group_435","l10n_hr_coa_rrif_2015_template","4351","4359","435 - Amortizacija biološke imovine (vinogradi, voćnjaci, osnovno stado i sl.)"
"kp_rrif_acc_group_436","l10n_hr_coa_rrif_2015_template","4361","4369","436 - Amortizacija iznad porezno dopuštene"
"kp_rrif_acc_group_44","l10n_hr_coa_rrif_2015_template","441","449","44 - VRIJEDNOSNO USKLAĐENJE DUGOTRAJNE I KRATKOTRAJNE IMOVINE"
"kp_rrif_acc_group_440","l10n_hr_coa_rrif_2015_template","4401","4409","440 - Vrijednosno usklađenje dugotrajne nematerijalne imovine (018)"
"kp_rrif_acc_group_441","l10n_hr_coa_rrif_2015_template","4411","4419","441 - Vrijednosno usklađenje dugotrajne materijalne imovine"
"kp_rrif_acc_group_442","l10n_hr_coa_rrif_2015_template","4421","4429","442 - Vrijednosno usklađenje dugotrajnih potraživanja (veza sa 078)"
"kp_rrif_acc_group_444","l10n_hr_coa_rrif_2015_template","4441","4449","444 - Vrijednosno usklađenje depozita u bankama, mjenica, čekova i sl. (109 i dio 119)"
"kp_rrif_acc_group_445","l10n_hr_coa_rrif_2015_template","4451","4459","445 - Vrijednosno usklađenje kratkotrajnih potraživanja"
"kp_rrif_acc_group_446","l10n_hr_coa_rrif_2015_template","4461","4469","446 - Vrijednosno usklađenje zaliha (veza s 319, 329, 359 i 369)"
"kp_rrif_acc_group_447","l10n_hr_coa_rrif_2015_template","4471","4479","447 - Vrijednosno usklađenje danih predujmova (veza s 379)"
"kp_rrif_acc_group_448","l10n_hr_coa_rrif_2015_template","4481","4489","448 - Vrijednosno usklađenje potraživanja iz predstečajne nagodbe"
"kp_rrif_acc_group_45","l10n_hr_coa_rrif_2015_template","451","459","45 - REZERVIRANJA (v. skupinu 28)"
"kp_rrif_acc_group_450","l10n_hr_coa_rrif_2015_template","4501","4509","450 - Troškovi dugoročnog rezerviranja za rizike u jamstvenom (garancijskom) roku (čl. 11. st. 2. ZoPD-a)"
"kp_rrif_acc_group_451","l10n_hr_coa_rrif_2015_template","4511","4519","451 - Troškovi dugoročnog rezerviranja za gubitke po započetim sudskim sporovima (čl. 11. st. 2. ZoPD-a)"
"kp_rrif_acc_group_452","l10n_hr_coa_rrif_2015_template","4521","4529","452 - Troškovi dugoročnog rezerviranja za obnovu prirodnog bogatstva (čl. 11. st. 2. ZoPD-a)"
"kp_rrif_acc_group_453","l10n_hr_coa_rrif_2015_template","4531","4539","453 - Troškovi dugoročnog rezerviranja za otpremnine (čl. 11. st. 2. ZoPD-a)"
"kp_rrif_acc_group_454","l10n_hr_coa_rrif_2015_template","4541","4549","454 - Troškovi dugoroč. rez. za neiskorišteni godišnji odmor (čl. 11. st. 5. ZoPD-a i MRS 19) - vidi rač. 298"
"kp_rrif_acc_group_455","l10n_hr_coa_rrif_2015_template","4551","4559","455 - Troškovi dugoročnog rezerviranja za restrukturiranje poduzeća (MRS 37, t. 72. i HSFI t. 16.22)"
"kp_rrif_acc_group_456","l10n_hr_coa_rrif_2015_template","4561","4569","456 - Troškovi dugoročnog rezerviranja za mirovine i slične troškove - obveze (MRS 19)"
"kp_rrif_acc_group_457","l10n_hr_coa_rrif_2015_template","4571","4579","457 - Troškovi rezerviranja po štetnim ugovorima (HSFI 16.21.)"
"kp_rrif_acc_group_459","l10n_hr_coa_rrif_2015_template","4591","4599","459 - Troškovi ostalih dugoročnih rezerviranja i troškovi rizika"
"kp_rrif_acc_group_46","l10n_hr_coa_rrif_2015_template","461","469","46 - OSTALI TROŠKOVI POSLOVANJA"
"kp_rrif_acc_group_460","l10n_hr_coa_rrif_2015_template","4601","4609","460 - Dnevnice za službena putovanja i putni troškovi"
"kp_rrif_acc_group_461","l10n_hr_coa_rrif_2015_template","4611","4619","461 - Nadoknade troškova, darovi i potpore"
"kp_rrif_acc_group_462","l10n_hr_coa_rrif_2015_template","4621","4629","462 - Troškovi članova uprave"
"kp_rrif_acc_group_463","l10n_hr_coa_rrif_2015_template","4631","4639","463 - Troškovi reprezentacije i promidžbe (interne)"
"kp_rrif_acc_group_464","l10n_hr_coa_rrif_2015_template","4641","4649","464 - Premije osiguranja"
"kp_rrif_acc_group_465","l10n_hr_coa_rrif_2015_template","4651","4659","465 - Bankovne usluge i troškovi platnog prometa"
"kp_rrif_acc_group_466","l10n_hr_coa_rrif_2015_template","4661","4669","466 - Članarine, nadoknade i slična davanja"
"kp_rrif_acc_group_467","l10n_hr_coa_rrif_2015_template","4671","4679","467 - Porezi koji ne ovise o dobitku i pristojbe"
"kp_rrif_acc_group_4671","l10n_hr_coa_rrif_2015_template","46711","46719","4671 - Porez (imovinski) na cestovna vozila, plovila i zrakoplove"
"kp_rrif_acc_group_4679","l10n_hr_coa_rrif_2015_template","46791","46799","4679 - Ostali porezi i pristojbe"
"kp_rrif_acc_group_468","l10n_hr_coa_rrif_2015_template","4681","4689","468 - Troškovi prava korištenja (osim najmova)"
"kp_rrif_acc_group_469","l10n_hr_coa_rrif_2015_template","4691","4699","469 - Ostali troškovi poslovanja - nematerijalni"
"kp_rrif_acc_group_4690","l10n_hr_coa_rrif_2015_template","46901","46909","4690 - Troškovi obrazovanja i izobrazbe zaposlenika (stručno obrazovanje, seminari, simpoziji, stručni ispiti, stručno usavršavanje, prekvalifikacije, stručni i specijalistički studij, doktorati, učenje jezika i sl.)"
"kp_rrif_acc_group_47","l10n_hr_coa_rrif_2015_template","471","479","47 - FINANCIJSKI RASHODI"
"kp_rrif_acc_group_470","l10n_hr_coa_rrif_2015_template","4701","4709","470 - Kamate od povezanih društava"
"kp_rrif_acc_group_471","l10n_hr_coa_rrif_2015_template","4711","4719","471 - Tečajne razlike iz odnosa s povezanim društvima"
"kp_rrif_acc_group_472","l10n_hr_coa_rrif_2015_template","4721","4729","472 - Ostali troškovi iz odnosa s povezanim poduzetnicima"
"kp_rrif_acc_group_473","l10n_hr_coa_rrif_2015_template","4731","4739","473 - Kamate iz odnosa s nepovezanim društvima"
"kp_rrif_acc_group_474","l10n_hr_coa_rrif_2015_template","4741","4749","474 - Zatezne kamate"
"kp_rrif_acc_group_475","l10n_hr_coa_rrif_2015_template","4751","4759","475 - Tečajne razlike iz odnosa s nepovezanim društvima"
"kp_rrif_acc_group_476","l10n_hr_coa_rrif_2015_template","4761","4769","476 - Gubitci iz ulaganja u dionice, udjele, obveznice i dr. vrijednosne papire (koji su prodani ispod troška nabave - čl. 10. ZoPD"
"kp_rrif_acc_group_477","l10n_hr_coa_rrif_2015_template","4771","4779","477 - Troškovi diskonta i nagodbi"
"kp_rrif_acc_group_478","l10n_hr_coa_rrif_2015_template","4781","4789","478 - Nerealizirani gubitci (rashodi) od financ. imovine"
"kp_rrif_acc_group_479","l10n_hr_coa_rrif_2015_template","4791","4799","479 - Ostali financijski troškovi"
"kp_rrif_acc_group_48","l10n_hr_coa_rrif_2015_template","481","489","48 - OSTALI POSLOVNI RASHODI"
"kp_rrif_acc_group_480","l10n_hr_coa_rrif_2015_template","4801","4809","480 - Trošak naknadnih popusta, sniženja, reklamacija i troškovi uzoraka"
"kp_rrif_acc_group_481","l10n_hr_coa_rrif_2015_template","4811","4819","481 - Otpisi vrijednosno neusklađenih potraživanja"
"kp_rrif_acc_group_4811","l10n_hr_coa_rrif_2015_template","48111","48119","4811 - Izravni otpisi nenaplaćenih potraživanja od kupaca i drugih koja nisu vrijednosno usklađena"
"kp_rrif_acc_group_482","l10n_hr_coa_rrif_2015_template","4821","4829","482 - Rashodi - otpisi nematerijalne i materijalne imovine"
"kp_rrif_acc_group_483","l10n_hr_coa_rrif_2015_template","4831","4839","483 - Manjkovi i provalne krađe na zalihama i drugim sredstvima"
"kp_rrif_acc_group_484","l10n_hr_coa_rrif_2015_template","4841","4849","484 - Kazne, penali, nadoknade šteta i troškovi iz ugovora"
"kp_rrif_acc_group_485","l10n_hr_coa_rrif_2015_template","4851","4859","485 - Naknadno utvrđeni troškovi poslovanja"
"kp_rrif_acc_group_486","l10n_hr_coa_rrif_2015_template","4861","4869","486 - Darovanje do 2% od ukupnog prihoda"
"kp_rrif_acc_group_487","l10n_hr_coa_rrif_2015_template","4871","4879","487 - Darovanja iznad 2% od UP i dr. darovanja"
"kp_rrif_acc_group_488","l10n_hr_coa_rrif_2015_template","4881","4889","488 - Troškovi iz drugih aktivnosti (izvan osnovne djelatnosti)"
"kp_rrif_acc_group_489","l10n_hr_coa_rrif_2015_template","4891","4899","489 - Ostali troškovi - rashodi (čl. 7. ZoPD-a)"
"kp_rrif_acc_group_49","l10n_hr_coa_rrif_2015_template","491","499","49 - RASPORED TROŠKOVA"
"kp_rrif_acc_group_490","l10n_hr_coa_rrif_2015_template","4901","4909","490 - Raspored troškova za obračun proizvoda i usluga (prema HSFI 10 i MRS-u 2 i MRS-u 11) - uskladištivi troškovi (na račune 60, 62 i 63)"
"kp_rrif_acc_group_491","l10n_hr_coa_rrif_2015_template","4911","4919","491 - Raspored troškova za pokriće upravnih, administrativnih, prodajnih i drugih troškova (na račune 70 i 71)"
"kp_rrif_acc_group_6","l10n_hr_coa_rrif_2015_template","61","69","6 - PROIZVODNJA, BIOLOŠKA IMOVINA, GOTOVI PROIZVODI, ROBA I DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI"
"kp_rrif_acc_group_60","l10n_hr_coa_rrif_2015_template","601","609","60 - PROIZVODNJA - TROŠKOVI KONVERZIJE"
"kp_rrif_acc_group_600","l10n_hr_coa_rrif_2015_template","6001","6009","600 - Proizvodnja u tijeku (razrada po serijama, nositeljima troškova, mjestima, pogonima, gradilištima, objektima, radnim nalozima i sl.)"
"kp_rrif_acc_group_601","l10n_hr_coa_rrif_2015_template","6011","6019","601 - Vrijednost usluga (u tijeku ili nedovršenih na datum bilance - MRS 2, t. 16.)"
"kp_rrif_acc_group_602","l10n_hr_coa_rrif_2015_template","6021","6029","602 - Vanjska proizvodnja (kooperacija i dr.)"
"kp_rrif_acc_group_605","l10n_hr_coa_rrif_2015_template","6051","6059","605 - Proizvodnja u slobodnoj zoni"
"kp_rrif_acc_group_606","l10n_hr_coa_rrif_2015_template","6061","6069","606 - Proizvodnja u doradi i manipulaciji"
"kp_rrif_acc_group_607","l10n_hr_coa_rrif_2015_template","6071","6079","607 - Obustavljena proizvodnja"
"kp_rrif_acc_group_608","l10n_hr_coa_rrif_2015_template","6081","6089","608 - Proizvodnja u tijeku iz ortačkog ugovora"
"kp_rrif_acc_group_609","l10n_hr_coa_rrif_2015_template","6091","6099","609 - Vrijednosno usklađivanje proizvodnje - usluga"
"kp_rrif_acc_group_61","l10n_hr_coa_rrif_2015_template","611","619","61 - NEDOVRŠENI PROIZVODI I POLUPROIZVODI"
"kp_rrif_acc_group_610","l10n_hr_coa_rrif_2015_template","6101","6109","610 - Zalihe poluproizvoda (analitika prema osnovnim skupinama ili po stupnju dovršenosti)"
"kp_rrif_acc_group_611","l10n_hr_coa_rrif_2015_template","6111","6119","611 - Nedovršeni proizvodi i poluproizvodi (analitika po vrstama proizvoda)"
"kp_rrif_acc_group_619","l10n_hr_coa_rrif_2015_template","6191","6199","619 - Vrijednosno usklađivanje nedovršenih proizvoda i poluproizvoda"
"kp_rrif_acc_group_62","l10n_hr_coa_rrif_2015_template","621","629","62 - BIOLOŠKA IMOVINA"
"kp_rrif_acc_group_620","l10n_hr_coa_rrif_2015_template","6201","6209","620 - Zalihe biološke proizvodnje u toku"
"kp_rrif_acc_group_621","l10n_hr_coa_rrif_2015_template","6211","6219","621 - Zaliha biloške imovine za prodaju"
"kp_rrif_acc_group_629","l10n_hr_coa_rrif_2015_template","6291","6299","629 - Vrijednosno usklađivanje biloške imovine"
"kp_rrif_acc_group_63","l10n_hr_coa_rrif_2015_template","631","639","63 - ZALIHE GOTOVIH PROIZVODA"
"kp_rrif_acc_group_630","l10n_hr_coa_rrif_2015_template","6301","6309","630 - Gotovi proizvodi na skladištu (razrada za svako skladište a unutar toga po skupinama, tipovima, vrstama i sl. te poljoprivredni gotovi proizvodi)"
